touchpoint_id,customer_id,campaign_id,interaction_timestamp,interaction_date,touchpoint_order,total_customer_touchpoints,channel_type,utm_source,utm_medium,utm_campaign,consumer_stage,device_type,session_duration_sec,touchpoint_clicks,touchpoint_impressions,survey_engagement_rating,survey_sentiment_rating,survey_cross_channel_influence_rating,survey_perceived_value_rating,survey_effectiveness_rating,touchpoint_marketing_cost
TP1173,C078,CMP19,2024-03-13 22:42:00,2024-03-13,1,6,In-Store,offline_store,offline,CMP19_social_media,Awareness,Tablet,612,8,39,0.98,0.2,0.82,0.32,0.54,9.53
TP1035,C078,CMP17,2024-03-24 08:12:00,2024-03-24,2,6,Mobile,mobile_app,mobile_push,CMP17_display,Awareness,Mobile,322,2,198,0.59,-0.27,0.57,0.8,0.53,5.3
TP1415,C078,CMP14,2024-04-19 04:17:00,2024-04-19,3,6,Social,social_media,paid_social,CMP14_email,Awareness,Mobile,877,10,41,0.52,-0.43,0.43,0.62,0.73,6.24
TP1722,C078,CMP11,2024-05-27 20:01:00,2024-05-27,4,6,Email,email,email,CMP11_display,Conversion,Mobile,254,6,183,0.69,-0.52,0.28,0.09,0.88,4.52
TP1208,C078,CMP12,2024-06-14 21:52:00,2024-06-14,5,6,In-Store,offline_store,offline,CMP12_influencer,Conversion,Desktop,1195,3,172,0.12,-0.05,0.77,0.37,0.04,3.7
TP1664,C078,CMP06,2024-06-15 02:50:00,2024-06-15,6,6,Social,social_media,paid_social,CMP06_display,Conversion,Desktop,160,8,128,0.02,0.56,0.03,0.07,0.2,0.61
TP2410,C079,CMP01,2024-03-22 11:16:00,2024-03-22,1,2,In-Store,offline_store,offline,CMP01_email,Retention,Desktop,450,5,130,0.7,0.56,0.01,0.19,0.99,9.13
TP2335,C079,CMP12,2024-06-13 03:52:00,2024-06-13,2,2,In-Store,offline_store,offline,CMP12_influencer,Awareness,Tablet,695,6,9,0.71,-0.41,0.91,0.81,0.59,1.14
TP1935,C080,CMP08,2024-05-07 01:55:00,2024-05-07,1,3,Mobile,mobile_app,mobile_push,CMP08_search,Conversion,Tablet,909,0,29,0.73,0.83,0.67,0.12,0.18,9.02
TP2479,C080,CMP08,2024-06-05 18:42:00,2024-06-05,2,3,Social,social_media,paid_social,CMP08_search,Consideration,Tablet,594,9,32,0.68,-0.55,0.01,0.7,0.5,6.92
TP910,C080,CMP16,2024-06-27 19:37:00,2024-06-27,3,3,Mobile,mobile_app,mobile_push,CMP16_social_media,Conversion,Tablet,1001,10,90,0.6,0.16,0.19,0.86,0.41,0.91
TP1777,C081,CMP01,2024-04-13 19:52:00,2024-04-13,1,7,Email,email,email,CMP01_email,Awareness,Mobile,347,4,44,0.06,-0.66,0.11,0.55,0.4,2.83
TP083,C081,CMP18,2024-05-18 12:27:00,2024-05-18,2,7,Email,email,email,CMP18_influencer,Awareness,Mobile,1082,2,71,0.26,0.26,0.8,0.64,0.15,4.17
TP142,C081,CMP06,2024-05-27 00:38:00,2024-05-27,3,7,Mobile,mobile_app,mobile_push,CMP06_display,Awareness,Tablet,734,4,42,0.89,0.4,0.88,0.54,0.52,8.05
TP2200,C081,CMP16,2024-06-01 00:41:00,2024-06-01,4,7,Mobile,mobile_app,mobile_push,CMP16_social_media,Retention,Desktop,883,2,22,0.08,0.95,0.21,0.33,0.47,1.34
TP276,C081,CMP05,2024-06-14 21:44:00,2024-06-14,5,7,Social,social_media,paid_social,CMP05_email,Retention,Desktop,946,0,112,0.65,-0.08,0.39,0.04,0.42,3.24
TP1941,C081,CMP16,2024-06-17 22:49:00,2024-06-17,6,7,Web,website,web_referral,CMP16_social_media,Consideration,Mobile,759,5,145,1.0,-0.07,0.85,0.71,0.79,4.53
TP1107,C081,CMP11,2024-06-25 21:42:00,2024-06-25,7,7,In-Store,offline_store,offline,CMP11_display,Retention,Desktop,1184,6,143,0.82,0.77,0.85,0.32,0.69,3.53
TP2257,C082,CMP17,2024-03-10 14:52:00,2024-03-10,1,5,Social,social_media,paid_social,CMP17_display,Retention,Tablet,472,0,124,0.19,0.94,0.02,0.12,0.86,7.39
TP977,C082,CMP17,2024-03-18 00:34:00,2024-03-18,2,5,Mobile,mobile_app,mobile_push,CMP17_display,Retention,Tablet,233,4,93,0.4,-0.64,0.21,0.06,0.91,9.43
TP1982,C082,CMP01,2024-04-17 02:00:00,2024-04-17,3,5,In-Store,offline_store,offline,CMP01_email,Retention,Desktop,569,10,135,0.2,-0.77,0.87,0.21,0.75,3.07
TP1750,C082,CMP16,2024-06-03 06:58:00,2024-06-03,4,5,Email,email,email,CMP16_social_media,Retention,Mobile,46,9,51,0.36,-0.66,0.17,0.05,0.04,7.47
TP2579,C082,CMP17,2024-06-20 04:51:00,2024-06-20,5,5,In-Store,offline_store,offline,CMP17_display,Consideration,Mobile,398,7,185,0.41,0.05,0.0,0.09,0.32,4.1
TP1032,C083,CMP14,2024-04-20 15:23:00,2024-04-20,1,2,Email,email,email,CMP14_email,Consideration,Desktop,1043,1,167,0.03,-0.25,0.15,0.84,0.73,9.76
TP1265,C083,CMP10,2024-06-05 06:11:00,2024-06-05,2,2,Mobile,mobile_app,mobile_push,CMP10_email,Awareness,Mobile,798,9,59,0.73,-0.54,0.02,0.27,0.17,0.66
TP2542,C084,CMP02,2024-04-24 04:43:00,2024-04-24,1,7,Web,website,web_referral,CMP02_email,Retention,Tablet,859,6,182,0.33,-0.71,0.3,0.52,0.96,5.56
TP1630,C084,CMP08,2024-04-26 23:51:00,2024-04-26,2,7,In-Store,offline_store,offline,CMP08_search,Awareness,Mobile,321,1,49,0.7,0.44,0.87,0.09,0.8,6.5
TP773,C084,CMP06,2024-05-02 20:41:00,2024-05-02,3,7,Mobile,mobile_app,mobile_push,CMP06_display,Retention,Mobile,253,8,152,0.76,0.32,0.08,0.14,0.37,6.08
TP2535,C084,CMP19,2024-05-03 23:40:00,2024-05-03,4,7,Social,social_media,paid_social,CMP19_social_media,Awareness,Desktop,1174,9,92,0.2,-0.87,0.09,0.48,0.56,8.91
TP2378,C084,CMP04,2024-06-09 04:56:00,2024-06-09,5,7,In-Store,offline_store,offline,CMP04_display,Consideration,Desktop,175,9,146,0.17,-0.44,0.33,0.28,0.74,7.79
TP2362,C084,CMP17,2024-06-14 21:52:00,2024-06-14,6,7,Mobile,mobile_app,mobile_push,CMP17_display,Awareness,Desktop,671,0,3,0.8,0.88,0.55,0.01,0.43,2.78
TP1366,C084,CMP17,2024-06-15 11:13:00,2024-06-15,7,7,Web,website,web_referral,CMP17_display,Awareness,Mobile,1127,3,137,0.82,-0.33,0.98,0.44,0.72,8.32
TP1742,C085,CMP04,2024-05-06 03:37:00,2024-05-06,1,2,Mobile,mobile_app,mobile_push,CMP04_display,Conversion,Tablet,628,10,70,0.57,-0.8,0.8,0.37,0.72,9.84
TP1034,C085,CMP16,2024-06-06 00:49:00,2024-06-06,2,2,Mobile,mobile_app,mobile_push,CMP16_social_media,Retention,Tablet,311,2,175,0.5,-0.3,0.32,0.99,0.77,8.59
TP1476,C086,CMP12,2024-03-05 11:00:00,2024-03-05,1,6,In-Store,offline_store,offline,CMP12_influencer,Awareness,Desktop,76,1,114,0.48,-0.59,0.5,0.33,0.13,0.57
TP2481,C086,CMP18,2024-03-30 12:07:00,2024-03-30,2,6,Social,social_media,paid_social,CMP18_influencer,Conversion,Tablet,1120,1,147,0.86,0.28,0.3,0.12,0.39,9.33
TP636,C086,CMP08,2024-05-11 15:49:00,2024-05-11,3,6,Email,email,email,CMP08_search,Consideration,Mobile,194,4,103,0.73,-0.83,0.13,0.15,0.33,6.85
TP212,C086,CMP14,2024-06-03 09:31:00,2024-06-03,4,6,Web,website,web_referral,CMP14_email,Retention,Desktop,863,9,150,0.3,-0.87,0.65,0.62,0.26,5.58
TP1967,C086,CMP06,2024-06-05 03:44:00,2024-06-05,5,6,Email,email,email,CMP06_display,Awareness,Tablet,493,0,154,0.31,0.11,0.97,0.3,0.58,2.77
TP1240,C086,CMP08,2024-06-29 19:05:00,2024-06-29,6,6,Email,email,email,CMP08_search,Conversion,Tablet,1138,5,16,0.33,-0.55,0.73,0.48,0.67,4.74
TP1826,C087,CMP02,2024-04-26 01:12:00,2024-04-26,1,3,Web,website,web_referral,CMP02_email,Consideration,Desktop,742,5,114,0.79,0.0,0.16,0.22,0.19,2.61
TP2559,C087,CMP07,2024-05-12 08:12:00,2024-05-12,2,3,Social,social_media,paid_social,CMP07_email,Conversion,Mobile,1091,8,57,0.78,0.99,0.99,0.02,0.92,4.15
TP1691,C087,CMP12,2024-05-22 09:46:00,2024-05-22,3,3,In-Store,offline_store,offline,CMP12_influencer,Retention,Desktop,848,7,73,0.95,0.52,0.86,0.59,0.02,1.95
TP015,C088,CMP14,2024-03-02 18:40:00,2024-03-02,1,3,Social,social_media,paid_social,CMP14_email,Retention,Desktop,926,1,4,0.04,0.71,0.74,0.3,0.61,8.86
TP1721,C088,CMP17,2024-05-28 03:16:00,2024-05-28,2,3,In-Store,offline_store,offline,CMP17_display,Consideration,Mobile,610,3,39,0.52,-0.08,0.63,0.06,0.95,2.34
TP2471,C088,CMP09,2024-06-02 09:25:00,2024-06-02,3,3,Web,website,web_referral,CMP09_social_media,Retention,Tablet,1041,7,90,0.07,0.76,0.26,0.54,0.13,8.21
TP2155,C089,CMP10,2024-03-09 17:44:00,2024-03-09,1,6,Web,website,web_referral,CMP10_email,Awareness,Tablet,592,7,114,0.04,-0.22,0.67,0.0,0.95,1.06
TP1419,C089,CMP11,2024-03-11 05:58:00,2024-03-11,2,6,Mobile,mobile_app,mobile_push,CMP11_display,Awareness,Mobile,57,10,178,0.86,0.07,0.14,0.82,0.55,3.56
TP616,C089,CMP02,2024-03-28 22:47:00,2024-03-28,3,6,Mobile,mobile_app,mobile_push,CMP02_email,Retention,Desktop,1182,4,149,0.88,-0.78,0.92,0.34,0.72,5.15
TP1950,C089,CMP07,2024-05-16 10:09:00,2024-05-16,4,6,In-Store,offline_store,offline,CMP07_email,Retention,Tablet,1159,3,94,0.56,-0.74,0.25,0.42,0.43,2.33
TP065,C089,CMP06,2024-06-08 07:51:00,2024-06-08,5,6,Web,website,web_referral,CMP06_display,Awareness,Tablet,38,2,114,0.46,-0.42,0.86,0.62,0.45,9.8
TP1422,C089,CMP03,2024-06-09 13:16:00,2024-06-09,6,6,Social,social_media,paid_social,CMP03_influencer,Consideration,Mobile,855,6,178,0.31,-0.28,0.37,0.69,0.59,9.35
TP2505,C090,CMP08,2024-03-07 02:46:00,2024-03-07,1,7,Social,social_media,paid_social,CMP08_search,Awareness,Desktop,728,2,72,0.26,-0.13,0.42,0.68,0.86,5.12
TP2190,C090,CMP17,2024-03-09 06:47:00,2024-03-09,2,7,Mobile,mobile_app,mobile_push,CMP17_display,Retention,Mobile,111,3,92,0.17,-0.43,0.21,0.03,0.74,2.99
TP725,C090,CMP09,2024-03-22 02:37:00,2024-03-22,3,7,Email,email,email,CMP09_social_media,Retention,Desktop,693,5,100,0.13,0.77,0.93,0.46,0.39,8.6
TP1343,C090,CMP11,2024-04-08 22:03:00,2024-04-08,4,7,In-Store,offline_store,offline,CMP11_display,Consideration,Tablet,408,6,99,0.77,-0.93,0.51,0.18,0.29,1.29
TP1594,C090,CMP12,2024-04-28 05:28:00,2024-04-28,5,7,Social,social_media,paid_social,CMP12_influencer,Conversion,Tablet,158,5,156,0.52,-0.94,0.21,0.51,0.42,8.75
TP720,C090,CMP06,2024-05-11 13:08:00,2024-05-11,6,7,Web,website,web_referral,CMP06_display,Conversion,Tablet,946,6,115,0.43,0.89,0.96,0.46,0.1,7.49
TP951,C090,CMP12,2024-05-14 00:13:00,2024-05-14,7,7,Mobile,mobile_app,mobile_push,CMP12_influencer,Consideration,Tablet,1176,8,15,0.26,-0.47,0.47,0.51,0.14,8.69
TP869,C091,CMP10,2024-05-10 03:49:00,2024-05-10,1,1,Social,social_media,paid_social,CMP10_email,Retention,Desktop,583,7,101,0.59,-0.89,0.22,0.26,0.35,4.12
TP2482,C092,CMP15,2024-04-07 16:43:00,2024-04-07,1,9,In-Store,offline_store,offline,CMP15_display,Retention,Desktop,1119,4,24,0.34,-0.85,0.66,0.78,0.54,6.37
TP074,C092,CMP06,2024-04-09 18:49:00,2024-04-09,2,9,Web,website,web_referral,CMP06_display,Retention,Tablet,422,6,18,0.83,0.26,0.28,0.57,0.33,9.27
TP1550,C092,CMP09,2024-05-16 21:10:00,2024-05-16,3,9,Email,email,email,CMP09_social_media,Conversion,Desktop,62,0,16,0.9,0.53,0.76,0.87,0.36,5.53
TP1159,C092,CMP19,2024-05-24 18:27:00,2024-05-24,4,9,Mobile,mobile_app,mobile_push,CMP19_social_media,Awareness,Mobile,974,9,147,0.45,-0.56,0.44,0.35,0.83,4.18
TP1715,C092,CMP18,2024-06-09 01:43:00,2024-06-09,5,9,Mobile,mobile_app,mobile_push,CMP18_influencer,Awareness,Mobile,50,10,50,0.31,-0.73,0.76,0.99,0.73,8.39
TP2223,C092,CMP14,2024-06-17 22:45:00,2024-06-17,6,9,Email,email,email,CMP14_email,Awareness,Tablet,1131,4,185,0.44,-0.19,0.77,0.82,0.0,9.47
TP2371,C092,CMP03,2024-06-23 17:27:00,2024-06-23,7,9,In-Store,offline_store,offline,CMP03_influencer,Awareness,Mobile,650,3,188,0.26,-0.15,0.79,0.74,0.25,7.14
TP594,C092,CMP12,2024-06-27 01:08:00,2024-06-27,8,9,Web,website,web_referral,CMP12_influencer,Awareness,Desktop,996,2,156,0.04,-0.64,0.95,0.79,0.42,3.89
TP538,C092,CMP01,2024-06-28 00:18:00,2024-06-28,9,9,Social,social_media,paid_social,CMP01_email,Retention,Desktop,370,1,1,0.37,-1.0,0.26,0.06,0.12,7.71
TP1149,C093,CMP17,2024-04-19 18:00:00,2024-04-19,1,4,In-Store,offline_store,offline,CMP17_display,Retention,Tablet,807,2,36,0.03,0.91,0.93,0.8,0.91,4.15
TP722,C093,CMP14,2024-04-24 07:15:00,2024-04-24,2,4,Mobile,mobile_app,mobile_push,CMP14_email,Retention,Mobile,988,0,154,0.47,-0.73,0.36,0.51,0.6,7.3
TP2407,C093,CMP02,2024-04-25 22:16:00,2024-04-25,3,4,In-Store,offline_store,offline,CMP02_email,Conversion,Desktop,456,8,112,0.77,-0.78,0.41,0.2,0.93,6.25
TP2595,C093,CMP15,2024-05-24 04:07:00,2024-05-24,4,4,Email,email,email,CMP15_display,Conversion,Tablet,409,5,133,0.98,-0.37,0.58,0.93,0.85,2.83
TP1378,C094,CMP11,2024-03-11 06:40:00,2024-03-11,1,3,Social,social_media,paid_social,CMP11_display,Conversion,Tablet,188,4,79,0.31,0.42,0.73,0.05,0.34,2.57
TP1317,C094,CMP17,2024-03-13 03:34:00,2024-03-13,2,3,Mobile,mobile_app,mobile_push,CMP17_display,Consideration,Tablet,740,1,95,0.95,-0.96,0.36,0.57,0.39,5.27
TP644,C094,CMP03,2024-06-06 08:45:00,2024-06-06,3,3,Mobile,mobile_app,mobile_push,CMP03_influencer,Retention,Tablet,1134,8,104,0.51,-0.07,0.85,0.05,0.69,6.33
TP1504,C095,CMP06,2024-03-14 15:42:00,2024-03-14,1,8,Social,social_media,paid_social,CMP06_display,Awareness,Desktop,137,2,83,0.98,0.02,0.78,0.78,0.39,2.68
TP1294,C095,CMP12,2024-03-30 02:58:00,2024-03-30,2,8,Web,website,web_referral,CMP12_influencer,Conversion,Mobile,754,3,18,0.26,-0.26,0.78,0.38,0.58,3.61
TP1050,C095,CMP04,2024-05-03 07:16:00,2024-05-03,3,8,Email,email,email,CMP04_display,Consideration,Desktop,831,0,182,0.3,-0.47,0.55,0.03,0.62,1.86
TP1379,C095,CMP03,2024-05-07 12:58:00,2024-05-07,4,8,Web,website,web_referral,CMP03_influencer,Conversion,Mobile,815,5,18,0.9,-0.56,0.34,0.91,0.63,6.31
TP1135,C095,CMP12,2024-05-19 03:32:00,2024-05-19,5,8,Web,website,web_referral,CMP12_influencer,Awareness,Tablet,637,6,39,0.76,0.59,0.85,0.18,0.97,9.41
TP711,C095,CMP11,2024-05-21 22:13:00,2024-05-21,6,8,Mobile,mobile_app,mobile_push,CMP11_display,Conversion,Desktop,758,2,113,0.83,-0.86,0.55,0.29,0.87,8.79
TP2458,C095,CMP04,2024-06-09 07:38:00,2024-06-09,7,8,Social,social_media,paid_social,CMP04_display,Retention,Desktop,1026,9,183,1.0,0.94,0.98,0.58,0.85,7.94
TP471,C095,CMP07,2024-06-23 05:17:00,2024-06-23,8,8,In-Store,offline_store,offline,CMP07_email,Consideration,Tablet,908,10,147,0.54,0.63,0.1,0.13,0.72,6.87
TP196,C096,CMP18,2024-03-07 15:34:00,2024-03-07,1,8,Social,social_media,paid_social,CMP18_influencer,Consideration,Desktop,174,7,32,0.57,0.37,0.14,0.09,0.66,4.0
TP673,C096,CMP03,2024-03-14 01:48:00,2024-03-14,2,8,Social,social_media,paid_social,CMP03_influencer,Consideration,Mobile,937,8,75,0.17,-0.54,0.18,0.75,0.93,3.68
TP259,C096,CMP07,2024-03-28 13:43:00,2024-03-28,3,8,Web,website,web_referral,CMP07_email,Retention,Mobile,397,10,81,0.18,0.01,1.0,0.81,0.83,0.84
TP755,C096,CMP03,2024-05-01 02:51:00,2024-05-01,4,8,Mobile,mobile_app,mobile_push,CMP03_influencer,Retention,Tablet,1137,2,68,0.67,0.66,0.55,0.83,0.01,5.98
TP1720,C096,CMP02,2024-05-31 04:47:00,2024-05-31,5,8,Email,email,email,CMP02_email,Retention,Mobile,159,7,35,0.68,0.01,0.9,0.88,0.97,8.09
TP612,C096,CMP11,2024-06-06 06:09:00,2024-06-06,6,8,In-Store,offline_store,offline,CMP11_display,Retention,Tablet,618,2,191,0.2,0.18,0.96,0.34,0.33,4.68
TP2037,C096,CMP19,2024-06-13 03:35:00,2024-06-13,7,8,In-Store,offline_store,offline,CMP19_social_media,Awareness,Tablet,482,0,158,0.05,-0.61,0.87,0.63,0.53,2.5
TP2621,C096,CMP05,2024-06-14 20:00:00,2024-06-14,8,8,In-Store,offline_store,offline,CMP05_email,Conversion,Mobile,538,2,178,0.64,-0.1,0.77,0.75,0.48,7.87
TP1469,C097,CMP12,2024-03-20 17:35:00,2024-03-20,1,4,Email,email,email,CMP12_influencer,Awareness,Desktop,91,6,10,0.17,-0.12,0.96,0.96,0.88,7.62
TP441,C097,CMP19,2024-04-18 03:20:00,2024-04-18,2,4,Mobile,mobile_app,mobile_push,CMP19_social_media,Consideration,Mobile,509,7,186,0.14,-0.45,0.99,0.91,0.68,2.13
TP1714,C097,CMP06,2024-06-02 10:39:00,2024-06-02,3,4,Email,email,email,CMP06_display,Conversion,Mobile,692,4,85,0.89,0.53,0.71,0.9,0.94,4.43
TP315,C097,CMP07,2024-06-16 22:07:00,2024-06-16,4,4,Mobile,mobile_app,mobile_push,CMP07_email,Retention,Desktop,1115,1,104,0.16,-0.74,0.14,0.61,0.65,5.51
TP1807,C098,CMP18,2024-03-03 22:17:00,2024-03-03,1,8,Social,social_media,paid_social,CMP18_influencer,Conversion,Mobile,934,3,135,0.21,-0.4,0.03,0.81,1.0,1.8
TP1873,C098,CMP10,2024-03-17 02:00:00,2024-03-17,2,8,Web,website,web_referral,CMP10_email,Consideration,Desktop,993,1,96,0.08,-0.62,0.93,0.19,0.36,7.1
TP1089,C098,CMP19,2024-04-10 02:34:00,2024-04-10,3,8,Social,social_media,paid_social,CMP19_social_media,Awareness,Desktop,1110,6,167,0.85,0.4,0.8,0.76,0.79,8.01
TP2000,C098,CMP09,2024-05-08 09:40:00,2024-05-08,4,8,Social,social_media,paid_social,CMP09_social_media,Awareness,Desktop,93,2,21,0.56,0.78,0.01,0.18,0.03,9.99
TP309,C098,CMP03,2024-05-14 15:01:00,2024-05-14,5,8,Web,website,web_referral,CMP03_influencer,Retention,Mobile,233,6,82,0.23,0.85,0.8,0.9,0.05,5.19
TP2160,C098,CMP15,2024-05-20 13:06:00,2024-05-20,6,8,Email,email,email,CMP15_display,Conversion,Tablet,1153,10,30,0.31,0.29,0.18,0.67,0.05,4.72
TP1010,C098,CMP14,2024-06-06 00:55:00,2024-06-06,7,8,Mobile,mobile_app,mobile_push,CMP14_email,Consideration,Tablet,148,9,75,0.73,-0.45,0.74,0.86,0.67,8.54
TP1837,C098,CMP10,2024-06-20 04:24:00,2024-06-20,8,8,In-Store,offline_store,offline,CMP10_email,Consideration,Desktop,1062,10,28,0.15,-0.02,0.15,0.82,0.73,7.32
TP472,C099,CMP18,2024-03-10 10:32:00,2024-03-10,1,11,Email,email,email,CMP18_influencer,Conversion,Desktop,864,10,182,0.02,0.53,0.57,0.01,0.15,6.77
TP2348,C099,CMP13,2024-03-13 03:49:00,2024-03-13,2,11,In-Store,offline_store,offline,CMP13_social_media,Conversion,Mobile,267,8,186,0.05,0.12,0.88,0.75,0.32,3.05
TP2134,C099,CMP15,2024-03-13 14:43:00,2024-03-13,3,11,In-Store,offline_store,offline,CMP15_display,Consideration,Tablet,353,8,106,0.0,-0.99,0.38,0.94,0.77,1.43
TP370,C099,CMP04,2024-03-20 09:11:00,2024-03-20,4,11,Email,email,email,CMP04_display,Consideration,Mobile,1086,9,29,0.3,-0.19,0.06,0.78,0.18,2.11
TP352,C099,CMP16,2024-04-25 21:03:00,2024-04-25,5,11,Social,social_media,paid_social,CMP16_social_media,Conversion,Tablet,666,10,59,0.94,0.42,0.55,0.48,0.6,3.75
TP1012,C099,CMP19,2024-04-30 06:23:00,2024-04-30,6,11,Social,social_media,paid_social,CMP19_social_media,Conversion,Mobile,946,3,20,0.35,0.49,0.35,0.78,0.73,6.7
TP462,C099,CMP04,2024-05-05 08:10:00,2024-05-05,7,11,In-Store,offline_store,offline,CMP04_display,Consideration,Desktop,968,6,64,0.93,-0.81,0.41,0.88,0.32,9.15
TP164,C099,CMP17,2024-05-23 15:49:00,2024-05-23,8,11,Email,email,email,CMP17_display,Awareness,Mobile,575,4,40,0.15,-0.85,0.09,0.52,0.29,5.56
TP393,C099,CMP06,2024-05-29 11:59:00,2024-05-29,9,11,Mobile,mobile_app,mobile_push,CMP06_display,Awareness,Desktop,101,8,103,0.06,0.04,0.82,0.83,0.92,3.27
TP799,C099,CMP05,2024-06-11 09:27:00,2024-06-11,10,11,Web,website,web_referral,CMP05_email,Retention,Mobile,198,6,179,0.7,-0.16,0.37,0.56,0.18,7.7
TP749,C099,CMP04,2024-06-13 12:43:00,2024-06-13,11,11,Web,website,web_referral,CMP04_display,Awareness,Desktop,443,2,66,0.55,0.89,0.74,0.07,0.86,8.71
TP017,C100,CMP05,2024-03-16 03:11:00,2024-03-16,1,4,Mobile,mobile_app,mobile_push,CMP05_email,Awareness,Desktop,147,3,60,0.54,-0.52,0.41,0.88,0.35,4.38
TP665,C100,CMP19,2024-05-04 08:09:00,2024-05-04,2,4,In-Store,offline_store,offline,CMP19_social_media,Awareness,Desktop,731,9,102,0.36,0.81,0.09,0.11,0.74,8.19
TP781,C100,CMP04,2024-05-25 14:09:00,2024-05-25,3,4,In-Store,offline_store,offline,CMP04_display,Retention,Mobile,1168,10,199,0.22,0.94,0.05,0.66,0.12,8.78
TP655,C100,CMP09,2024-06-08 22:46:00,2024-06-08,4,4,Email,email,email,CMP09_social_media,Consideration,Desktop,784,7,194,0.43,0.7,0.95,0.21,0.78,6.68
TP563,C101,CMP08,2024-03-09 21:33:00,2024-03-09,1,8,Social,social_media,paid_social,CMP08_search,Retention,Desktop,1026,4,136,0.81,0.76,0.23,0.95,0.46,3.76
TP699,C101,CMP12,2024-03-14 15:19:00,2024-03-14,2,8,Web,website,web_referral,CMP12_influencer,Awareness,Desktop,261,6,35,0.44,-0.15,0.07,0.0,0.2,1.39
TP1268,C101,CMP06,2024-04-05 02:00:00,2024-04-05,3,8,In-Store,offline_store,offline,CMP06_display,Consideration,Tablet,194,1,138,0.04,-0.53,0.55,0.59,0.73,7.81
TP172,C101,CMP14,2024-04-05 16:04:00,2024-04-05,4,8,Mobile,mobile_app,mobile_push,CMP14_email,Consideration,Desktop,1076,8,94,0.47,0.2,0.56,0.1,0.06,1.51
TP1564,C101,CMP18,2024-04-26 02:23:00,2024-04-26,5,8,In-Store,offline_store,offline,CMP18_influencer,Awareness,Tablet,141,1,145,0.97,-0.18,0.31,0.97,0.6,3.77
TP1922,C101,CMP14,2024-05-10 01:47:00,2024-05-10,6,8,In-Store,offline_store,offline,CMP14_email,Conversion,Mobile,1025,6,121,0.5,-0.08,0.62,0.86,0.83,6.4
TP1369,C101,CMP19,2024-06-23 03:01:00,2024-06-23,7,8,Web,website,web_referral,CMP19_social_media,Awareness,Tablet,614,4,172,0.65,-0.47,0.86,0.02,0.89,3.18
TP273,C101,CMP01,2024-06-24 09:27:00,2024-06-24,8,8,Email,email,email,CMP01_email,Conversion,Tablet,1194,0,118,0.33,0.84,0.41,0.38,0.68,8.37
TP2465,C102,CMP18,2024-05-14 21:03:00,2024-05-14,1,2,Social,social_media,paid_social,CMP18_influencer,Conversion,Tablet,404,10,19,0.64,0.44,0.01,0.32,0.7,6.53
TP1918,C102,CMP03,2024-06-26 12:43:00,2024-06-26,2,2,Mobile,mobile_app,mobile_push,CMP03_influencer,Consideration,Desktop,142,7,46,0.73,0.6,0.3,0.5,0.71,2.05
TP571,C103,CMP04,2024-03-06 18:47:00,2024-03-06,1,6,Mobile,mobile_app,mobile_push,CMP04_display,Awareness,Desktop,1091,0,5,0.89,0.09,0.37,0.24,0.02,0.87
TP2501,C103,CMP06,2024-04-06 21:05:00,2024-04-06,2,6,Email,email,email,CMP06_display,Awareness,Desktop,690,7,84,0.1,-0.39,0.89,0.42,0.21,8.94
TP1082,C103,CMP06,2024-04-10 06:13:00,2024-04-10,3,6,Email,email,email,CMP06_display,Consideration,Mobile,437,1,42,0.49,0.26,0.52,0.73,0.66,6.09
TP001,C103,CMP12,2024-05-07 03:51:00,2024-05-07,4,6,Web,website,web_referral,CMP12_influencer,Retention,Tablet,429,8,31,0.58,-0.17,0.82,0.86,0.05,9.26
TP009,C103,CMP08,2024-06-03 13:48:00,2024-06-03,5,6,In-Store,offline_store,offline,CMP08_search,Awareness,Tablet,410,10,42,0.68,0.47,0.01,0.86,0.1,7.56
TP1991,C103,CMP08,2024-06-28 11:51:00,2024-06-28,6,6,Web,website,web_referral,CMP08_search,Consideration,Tablet,543,7,88,0.99,-0.99,0.49,0.91,0.02,6.77
TP1427,C104,CMP13,2024-03-12 16:47:00,2024-03-12,1,8,Web,website,web_referral,CMP13_social_media,Awareness,Tablet,48,2,195,0.39,-0.22,0.31,0.38,0.9,4.07
TP387,C104,CMP05,2024-03-23 09:48:00,2024-03-23,2,8,Social,social_media,paid_social,CMP05_email,Awareness,Mobile,227,2,27,0.49,0.18,0.6,0.75,0.83,5.15
TP1529,C104,CMP05,2024-03-24 18:18:00,2024-03-24,3,8,Social,social_media,paid_social,CMP05_email,Consideration,Mobile,531,2,62,0.7,0.45,0.45,0.26,0.6,6.78
TP1535,C104,CMP16,2024-04-14 13:38:00,2024-04-14,4,8,Social,social_media,paid_social,CMP16_social_media,Conversion,Tablet,959,2,28,0.96,0.76,0.43,0.62,0.73,0.8
TP1445,C104,CMP08,2024-05-02 02:51:00,2024-05-02,5,8,In-Store,offline_store,offline,CMP08_search,Conversion,Desktop,231,10,154,0.22,0.66,0.64,0.47,0.54,4.95
TP507,C104,CMP10,2024-05-15 10:54:00,2024-05-15,6,8,Mobile,mobile_app,mobile_push,CMP10_email,Conversion,Desktop,932,5,13,0.8,0.26,0.81,0.11,0.99,8.72
TP1906,C104,CMP15,2024-05-24 03:25:00,2024-05-24,7,8,In-Store,offline_store,offline,CMP15_display,Retention,Mobile,413,4,193,0.89,0.64,0.16,0.57,0.74,5.37
