campaign_id,campaign_num,utm_campaign,touchpoint_clicks,touchpoint_impressions,touchpoint_marketing_cost,campaign_type,campaign_duration,campaign_channel_used,campaign_location,campaign_language,campaign_dataset_date,performance_campaign_id,campaign_start_date,campaign_end_date,performance_impressions,performance_clicks,campaign_total_cost_usd,campaign_total_revenue_usd,customer_id,touchpoint_id
CMP02,2,CMP02_email,6,28,5.47,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C118,TP1634
CMP03,3,CMP03_influencer,2,185,2.91,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C119,TP1232
CMP04,4,CMP04_display,0,85,6.35,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C119,TP991
CMP01,1,CMP01_email,6,53,4.6,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C119,TP1761
CMP10,10,CMP10_email,10,173,7.58,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C119,TP2573
CMP08,8,CMP08_search,6,154,6.74,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C120,TP591
CMP16,16,CMP16_social_media,7,133,5.26,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C120,TP1724
CMP11,11,CMP11_display,5,138,4.15,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C120,TP1780
CMP16,16,CMP16_social_media,8,36,9.54,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C120,TP2152
CMP11,11,CMP11_display,2,30,2.6,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C120,TP2315
CMP01,1,CMP01_email,0,159,9.09,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C120,TP378
CMP04,4,CMP04_display,1,64,6.18,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C121,TP238
CMP07,7,CMP07_email,2,44,2.0,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C121,TP1181
CMP08,8,CMP08_search,3,15,2.0,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C122,TP608
CMP07,7,CMP07_email,1,186,5.72,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C122,TP843
CMP04,4,CMP04_display,5,105,9.48,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C122,TP1849
CMP02,2,CMP02_email,7,59,5.34,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C122,TP818
CMP04,4,CMP04_display,0,60,1.88,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C122,TP2565
CMP02,2,CMP02_email,7,28,8.66,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C122,TP1153
CMP08,8,CMP08_search,8,129,4.13,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C122,TP2507
CMP04,4,CMP04_display,0,108,0.79,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C122,TP010
CMP16,16,CMP16_social_media,0,101,9.96,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C122,TP948
CMP16,16,CMP16_social_media,5,176,6.04,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C123,TP2519
CMP13,13,CMP13_social_media,7,143,5.28,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C123,TP302
CMP01,1,CMP01_email,8,99,3.4,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C123,TP2165
CMP18,18,CMP18_influencer,0,100,2.89,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C123,TP1480
CMP15,15,CMP15_display,1,38,2.58,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C124,TP586
CMP19,19,CMP19_social_media,6,8,3.49,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C124,TP2183
CMP13,13,CMP13_social_media,2,1,3.7,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C124,TP317
CMP02,2,CMP02_email,0,34,0.93,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C125,TP1431
CMP08,8,CMP08_search,7,96,1.75,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C125,TP2639
CMP07,7,CMP07_email,4,47,2.7,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C125,TP550
CMP16,16,CMP16_social_media,2,189,7.79,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C126,TP1242
CMP03,3,CMP03_influencer,5,18,5.59,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C126,TP289
CMP08,8,CMP08_search,9,36,2.48,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C126,TP874
CMP11,11,CMP11_display,2,122,8.84,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C126,TP613
CMP08,8,CMP08_search,2,6,2.21,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C126,TP880
CMP11,11,CMP11_display,8,153,2.86,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C126,TP1124
CMP08,8,CMP08_search,0,73,9.99,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C127,TP2551
CMP18,18,CMP18_influencer,10,21,8.73,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C127,TP501
CMP15,15,CMP15_display,9,37,4.3,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C127,TP603
CMP04,4,CMP04_display,1,14,0.88,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C127,TP1547
CMP11,11,CMP11_display,1,182,2.71,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C127,TP1201
CMP07,7,CMP07_email,6,106,6.38,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C128,TP484
CMP12,12,CMP12_influencer,3,198,3.51,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C128,TP338
CMP10,10,CMP10_email,6,103,2.73,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C128,TP1604
CMP01,1,CMP01_email,4,143,4.17,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C128,TP1784
CMP16,16,CMP16_social_media,5,144,5.81,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C128,TP1813
CMP07,7,CMP07_email,8,67,8.18,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C128,TP228
CMP14,14,CMP14_email,7,87,7.62,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C128,TP419
CMP08,8,CMP08_search,10,150,2.37,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C129,TP606
CMP13,13,CMP13_social_media,2,185,3.69,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C129,TP135
CMP17,17,CMP17_display,1,76,2.85,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C129,TP1902
CMP15,15,CMP15_display,8,115,4.38,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C129,TP342
CMP05,5,CMP05_email,0,150,0.62,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C130,TP1852
CMP11,11,CMP11_display,4,42,7.61,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C130,TP2359
CMP11,11,CMP11_display,5,34,7.5,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C130,TP280
CMP17,17,CMP17_display,5,150,6.64,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C130,TP1365
CMP19,19,CMP19_social_media,8,105,6.62,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C130,TP1502
CMP10,10,CMP10_email,9,70,5.48,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C130,TP290
CMP13,13,CMP13_social_media,2,5,8.8,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C131,TP020
CMP06,6,CMP06_display,3,116,6.62,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C131,TP1682
CMP17,17,CMP17_display,5,37,6.58,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C131,TP2001
CMP15,15,CMP15_display,1,103,3.74,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C131,TP056
CMP02,2,CMP02_email,1,172,3.29,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C131,TP175
CMP15,15,CMP15_display,1,48,4.32,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C131,TP1911
CMP02,2,CMP02_email,10,160,9.98,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C131,TP374
CMP12,12,CMP12_influencer,10,80,4.74,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C131,TP2589
CMP06,6,CMP06_display,8,77,2.97,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C132,TP1418
CMP03,3,CMP03_influencer,3,25,6.31,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C132,TP859
CMP06,6,CMP06_display,7,138,8.13,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C132,TP1676
CMP09,9,CMP09_social_media,1,106,4.37,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C133,TP1330
CMP13,13,CMP13_social_media,6,176,8.76,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C133,TP1543
CMP11,11,CMP11_display,10,65,6.08,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C133,TP1022
CMP15,15,CMP15_display,3,70,3.93,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C133,TP1166
CMP01,1,CMP01_email,2,166,0.89,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C133,TP1108
CMP18,18,CMP18_influencer,0,138,6.02,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C133,TP2241
CMP06,6,CMP06_display,4,184,5.79,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C133,TP819
CMP05,5,CMP05_email,3,170,1.78,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C134,TP901
CMP09,9,CMP09_social_media,8,93,4.28,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C134,TP1451
CMP05,5,CMP05_email,9,44,1.77,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C134,TP2333
CMP09,9,CMP09_social_media,9,140,8.06,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C134,TP1834
CMP17,17,CMP17_display,6,149,2.25,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C134,TP1519
CMP16,16,CMP16_social_media,7,137,1.43,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C134,TP219
CMP07,7,CMP07_email,10,121,0.55,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C134,TP1314
CMP05,5,CMP05_email,9,142,5.08,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C135,TP059
CMP04,4,CMP04_display,8,189,6.31,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C135,TP416
CMP13,13,CMP13_social_media,10,103,7.81,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C135,TP153
CMP09,9,CMP09_social_media,1,139,1.52,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C136,TP850
CMP13,13,CMP13_social_media,9,115,6.95,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C136,TP137
CMP11,11,CMP11_display,10,83,2.71,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C136,TP952
CMP12,12,CMP12_influencer,10,116,9.32,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C136,TP1495
CMP10,10,CMP10_email,10,39,8.33,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C137,TP2168
CMP07,7,CMP07_email,9,125,4.13,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C137,TP1297
CMP18,18,CMP18_influencer,4,13,4.98,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C137,TP1390
CMP09,9,CMP09_social_media,7,83,3.94,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C137,TP247
CMP16,16,CMP16_social_media,3,134,1.93,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C137,TP1974
CMP06,6,CMP06_display,7,85,7.86,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C137,TP1583
CMP16,16,CMP16_social_media,2,166,5.15,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C138,TP1360
CMP10,10,CMP10_email,2,88,2.17,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C138,TP1111
CMP04,4,CMP04_display,5,21,9.17,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C139,TP140
CMP17,17,CMP17_display,5,96,1.71,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C139,TP1349
CMP14,14,CMP14_email,9,71,9.43,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C140,TP2086
CMP01,1,CMP01_email,3,133,6.06,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C140,TP364
CMP06,6,CMP06_display,4,34,7.48,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C140,TP1340
CMP08,8,CMP08_search,4,182,7.67,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C141,TP837
CMP17,17,CMP17_display,2,90,9.79,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C141,TP1528
CMP02,2,CMP02_email,1,84,2.8,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C141,TP2034
CMP15,15,CMP15_display,6,177,4.47,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C141,TP1644
CMP15,15,CMP15_display,7,143,6.82,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C141,TP877
CMP01,1,CMP01_email,3,19,9.19,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C142,TP1344
CMP18,18,CMP18_influencer,5,121,4.42,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C142,TP2066
CMP05,5,CMP05_email,6,14,9.67,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C142,TP533
CMP11,11,CMP11_display,8,115,7.59,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C143,TP537
CMP03,3,CMP03_influencer,0,144,8.35,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C143,TP1952
CMP15,15,CMP15_display,3,189,9.23,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C143,TP203
CMP08,8,CMP08_search,10,153,3.53,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C143,TP2509
CMP16,16,CMP16_social_media,2,184,7.55,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C143,TP1436
CMP18,18,CMP18_influencer,3,192,4.83,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C143,TP926
CMP08,8,CMP08_search,8,153,5.49,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C144,TP355
CMP10,10,CMP10_email,5,181,1.11,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C144,TP808
CMP11,11,CMP11_display,5,96,9.64,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C144,TP1659
CMP02,2,CMP02_email,7,150,4.61,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C144,TP583
CMP18,18,CMP18_influencer,4,161,9.33,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C144,TP796
CMP09,9,CMP09_social_media,2,1,5.9,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C144,TP314
CMP08,8,CMP08_search,6,159,5.16,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C144,TP633
CMP12,12,CMP12_influencer,6,116,8.46,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C144,TP933
CMP03,3,CMP03_influencer,9,107,4.93,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C145,TP2145
CMP18,18,CMP18_influencer,7,60,9.65,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C145,TP2406
CMP09,9,CMP09_social_media,1,68,7.26,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C145,TP964
CMP02,2,CMP02_email,5,121,8.04,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C145,TP1439
CMP08,8,CMP08_search,5,22,6.94,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C145,TP855
CMP09,9,CMP09_social_media,1,31,5.91,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C145,TP590
CMP01,1,CMP01_email,10,77,3.36,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C145,TP1245
CMP09,9,CMP09_social_media,6,38,7.75,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C145,TP1033
CMP04,4,CMP04_display,1,70,2.33,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C146,TP2071
CMP14,14,CMP14_email,5,137,7.09,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C146,TP995
CMP04,4,CMP04_display,5,43,7.53,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C146,TP1254
CMP05,5,CMP05_email,10,171,6.75,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C146,TP825
CMP19,19,CMP19_social_media,8,79,8.91,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C146,TP1812
CMP18,18,CMP18_influencer,4,164,1.49,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C147,TP2566
CMP02,2,CMP02_email,10,42,2.96,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C147,TP330
CMP03,3,CMP03_influencer,1,6,0.67,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C147,TP918
CMP04,4,CMP04_display,8,75,1.67,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C147,TP671
CMP18,18,CMP18_influencer,3,52,6.88,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C147,TP589
