date	platform	campaign_type	industry	country	impressions	clicks	CTR	CPC	ad_spend
08-03-2024	Meta Ads	Video	SaaS	Canada	46850	983	0.021	1.58	1553.14
28-04-2024	Meta Ads	Shopping	EdTech	Canada	17720	287	0.0162	1.41	404.67
29-01-2024	Google Ads	Video	SaaS	Germany	16781	684	0.0408	1.3	889.2
29-11-2024	Meta Ads	Video	E-commerce	Germany	61652	2614	0.0424	1.28	3345.92
06-07-2024	Meta Ads	Display	EdTech	USA	194933	4054	0.0208	2.03	8229.62
25-02-2024	Google Ads	Search	EdTech	Canada	100386	5250	0.0523	0.98	5145
25-01-2024	Google Ads	Search	Healthcare	UAE	50203	1390	0.0277	1.95	2710.5
14-01-2024	TikTok Ads	Search	SaaS	India	85428	5134	0.0601	0.86	4415.24
05-05-2024	TikTok Ads	Video	EdTech	UAE	192428	9967	0.0518	1.6	15947.2
19-08-2024	Google Ads	Shopping	Healthcare	UK	33756	2150	0.0637	2.17	4665.5
28-03-2024	Meta Ads	Video	Fintech	UAE	103162	1485	0.0144	0.97	1440.45
02-09-2024	Google Ads	Search	EdTech	UAE	142844	2971	0.0208	1.69	5020.99
31-05-2024	Google Ads	Search	Fintech	USA	50201	2198	0.0438	2.25	4945.5
16-01-2024	Meta Ads	Video	Fintech	USA	143421	3542	0.0247	0.86	3046.12
13-10-2024	Meta Ads	Shopping	Fintech	Australia	71537	1809	0.0253	1.65	2984.85
03-11-2024	Google Ads	Video	Fintech	USA	198604	8162	0.0411	3.1	25302.2
08-04-2024	Google Ads	Search	Healthcare	Canada	114028	3112	0.0273	1.36	4232.32
05-06-2024	TikTok Ads	Video	Healthcare	Australia	180309	5823	0.0323	0.65	3784.95
22-03-2024	Meta Ads	Video	SaaS	Canada	168402	5237	0.0311	0.85	4451.45
23-12-2024	TikTok Ads	Video	E-commerce	Canada	125419	4126	0.0329	0.85	3507.1
05-02-2024	TikTok Ads	Video	SaaS	UK	123680	8373	0.0677	0.6	5023.8
24-06-2024	Google Ads	Search	Fintech	UK	117660	6388	0.0543	1.81	11562.28
02-09-2024	Meta Ads	Video	Fintech	Canada	76916	2761	0.0359	0.71	1960.31
17-02-2024	Meta Ads	Video	E-commerce	Canada	150631	5648	0.0375	1.94	10957.12
19-02-2024	Google Ads	Display	Fintech	Australia	126635	4254	0.0336	1.33	5657.82
14-12-2024	Google Ads	Video	EdTech	India	159721	3625	0.0227	1.91	6923.75
01-09-2024	Meta Ads	Shopping	Healthcare	UAE	150698	4581	0.0304	0.51	2336.31
14-04-2024	TikTok Ads	Search	EdTech	Canada	98348	3225	0.0328	1.27	4095.75
03-08-2024	Meta Ads	Search	E-commerce	USA	110603	2377	0.0215	0.69	1640.13
18-01-2024	Google Ads	Shopping	E-commerce	UAE	76792	3317	0.0432	3.1	10282.7
08-03-2024	TikTok Ads	Shopping	SaaS	USA	44405	1953	0.044	1.53	2988.09
28-08-2024	Google Ads	Shopping	E-commerce	India	49462	1206	0.0244	1.95	2351.7
01-05-2024	TikTok Ads	Display	SaaS	Australia	140440	11825	0.0842	0.68	8041
27-06-2024	TikTok Ads	Display	Healthcare	USA	112392	4934	0.0439	1.64	8091.76
17-04-2024	TikTok Ads	Shopping	Healthcare	Australia	125654	8318	0.0662	0.58	4824.44
16-07-2024	Meta Ads	Search	Healthcare	UK	167002	3406	0.0204	1.83	6232.98
06-04-2024	TikTok Ads	Search	SaaS	Australia	108247	6971	0.0644	0.59	4112.89
14-04-2024	Meta Ads	Display	Fintech	Australia	53128	1678	0.0316	1.51	2533.78
01-02-2024	Meta Ads	Video	EdTech	USA	65942	2044	0.031	1.05	2146.2
14-03-2024	Google Ads	Display	E-commerce	Canada	32160	1186	0.0369	1.34	1589.24
29-09-2024	Google Ads	Search	EdTech	USA	58364	2241	0.0384	2.22	4975.02
05-06-2024	Meta Ads	Search	E-commerce	India	79462	2058	0.0259	0.88	1811.04
01-04-2024	Meta Ads	Display	SaaS	India	151864	4358	0.0287	1.69	7365.02
27-04-2024	Google Ads	Shopping	EdTech	UAE	182926	6749	0.0369	1.94	13093.06
25-10-2024	Meta Ads	Shopping	E-commerce	India	107489	2515	0.0234	1.4	3521
03-08-2024	TikTok Ads	Search	Healthcare	India	40709	1314	0.0323	0.7	919.8
24-09-2024	Google Ads	Video	Fintech	Australia	143561	9144	0.0637	1.93	17647.92
24-03-2024	Google Ads	Shopping	Fintech	India	94242	5466	0.058	1.67	9128.22
23-09-2024	Google Ads	Display	Healthcare	UAE	111311	5765	0.0518	2.71	15623.15
24-09-2024	TikTok Ads	Video	Fintech	USA	130865	9461	0.0723	1.48	14002.28
02-01-2024	Meta Ads	Video	EdTech	USA	138639	2204	0.0159	1.8	3967.2
15-06-2024	TikTok Ads	Shopping	SaaS	India	147355	7485	0.0508	0.91	6811.35
29-04-2024	Meta Ads	Shopping	Fintech	UK	26751	489	0.0183	1.93	943.77
25-01-2024	TikTok Ads	Display	SaaS	UK	42706	2084	0.0488	1.59	3313.56
02-09-2024	Meta Ads	Video	SaaS	UAE	173337	3189	0.0184	2.03	6473.67
28-07-2024	Meta Ads	Shopping	SaaS	Canada	99948	1389	0.0139	1.04	1444.56
30-03-2024	Google Ads	Video	Healthcare	Canada	65282	1723	0.0264	1.91	3290.93
01-02-2024	Google Ads	Video	EdTech	USA	48790	2824	0.0579	1.3	3671.2
16-07-2024	Google Ads	Shopping	EdTech	UAE	163272	5551	0.034	2.23	12378.73
04-11-2024	Google Ads	Video	EdTech	Australia	149233	3686	0.0247	1	3686
27-02-2024	TikTok Ads	Search	SaaS	UAE	7637	415	0.0544	1.54	639.1
04-01-2024	Google Ads	Display	Fintech	UK	20198	878	0.0435	2.68	2353.04
11-09-2024	Google Ads	Search	EdTech	UAE	32675	941	0.0288	1.09	1025.69
28-02-2024	Google Ads	Search	EdTech	USA	116560	4312	0.037	2.79	12030.48
27-01-2024	Meta Ads	Display	E-commerce	Australia	176459	3670	0.0208	1.91	7009.7
02-09-2024	Meta Ads	Shopping	SaaS	Australia	49980	1664	0.0333	1.98	3294.72
07-01-2024	Meta Ads	Video	Healthcare	Germany	98944	1850	0.0187	1.42	2627
01-04-2024	TikTok Ads	Video	Healthcare	USA	115310	3205	0.0278	1.04	3333.2
08-08-2024	Meta Ads	Search	E-commerce	India	8626	242	0.0281	1.13	273.46
05-01-2024	Meta Ads	Display	E-commerce	Germany	88732	1579	0.0178	0.44	694.76
20-06-2024	Meta Ads	Video	EdTech	Germany	29502	604	0.0205	1.61	972.44
14-09-2024	TikTok Ads	Search	E-commerce	Canada	198085	14460	0.073	0.82	11857.2
14-07-2024	Meta Ads	Shopping	Healthcare	USA	111802	2247	0.0201	1.65	3707.55
01-08-2024	Google Ads	Shopping	EdTech	UAE	65186	1955	0.03	2.26	4418.3
15-06-2024	TikTok Ads	Video	EdTech	UK	101176	6505	0.0643	0.96	6244.8
07-08-2024	TikTok Ads	Video	SaaS	UAE	41307	1367	0.0331	0.57	779.19
12-05-2024	Meta Ads	Video	EdTech	UK	174579	3247	0.0186	1.33	4318.51
14-02-2024	Meta Ads	Video	SaaS	India	83137	2045	0.0246	1.01	2065.45
04-01-2024	Meta Ads	Search	Healthcare	UK	122897	2040	0.0166	0.77	1570.8
17-10-2024	TikTok Ads	Search	Healthcare	India	47462	1803	0.038	0.53	955.59
19-06-2024	TikTok Ads	Display	EdTech	Germany	99202	6428	0.0648	1.54	9899.12
26-02-2024	Meta Ads	Shopping	SaaS	USA	125871	3083	0.0245	1.72	5302.76
10-03-2024	Google Ads	Search	Healthcare	UK	8880	216	0.0244	2.06	444.96
30-11-2024	Google Ads	Shopping	EdTech	USA	156388	7021	0.0449	1.64	11514.44
27-03-2024	Google Ads	Video	EdTech	UK	109672	2675	0.0244	2.55	6821.25
07-05-2024	Meta Ads	Display	SaaS	UAE	70030	1470	0.021	1.68	2469.6
03-01-2024	Meta Ads	Video	EdTech	India	149375	6109	0.0409	2.18	13317.62
07-06-2024	Meta Ads	Search	Fintech	Canada	123171	3756	0.0305	1.86	6986.16
16-03-2024	Meta Ads	Search	SaaS	UK	52779	596	0.0113	1.09	649.64
23-05-2024	Google Ads	Display	Fintech	USA	117036	3569	0.0305	2.13	7601.97
17-07-2024	TikTok Ads	Shopping	E-commerce	UAE	177517	13917	0.0784	0.91	12664.47
30-12-2024	TikTok Ads	Search	EdTech	Germany	196349	8325	0.0424	0.69	5744.25
31-10-2024	TikTok Ads	Search	SaaS	UAE	174898	13029	0.0745	1.26	16416.54
30-06-2024	Google Ads	Display	EdTech	USA	83972	4903	0.0584	2.9	14218.7
26-04-2024	Meta Ads	Search	Fintech	USA	165371	2993	0.0181	1.51	4519.43
30-08-2024	TikTok Ads	Shopping	Fintech	USA	133949	7219	0.0539	1.52	10972.88
15-09-2024	TikTok Ads	Display	Fintech	Australia	105400	7704	0.0731	1.11	8551.44
04-08-2024	Google Ads	Shopping	EdTech	USA	63959	2014	0.0315	2.28	4591.92
06-03-2024	Google Ads	Search	SaaS	India	6044	146	0.0242	1.13	164.98
08-04-2024	Google Ads	Shopping	Fintech	USA	90945	3637	0.04	3.02	10983.74
01-02-2024	Google Ads	Search	SaaS	UK	73681	4457	0.0605	1.77	7888.89
14-12-2024	Google Ads	Display	Healthcare	Australia	195545	8799	0.045	2.98	26221.02
14-07-2024	Google Ads	Shopping	E-commerce	USA	46846	2183	0.0466	3.36	7334.88
03-07-2024	Google Ads	Shopping	Healthcare	Canada	183428	4549	0.0248	2.11	9598.39
09-05-2024	Google Ads	Shopping	EdTech	Australia	173913	5860	0.0337	3.46	20275.6
05-05-2024	Google Ads	Video	SaaS	USA	190541	9527	0.05	2.17	20673.59
11-09-2024	TikTok Ads	Video	SaaS	Canada	122116	5507	0.0451	0.98	5396.86
23-03-2024	Google Ads	Display	Fintech	India	47879	1149	0.024	3.06	3515.94
08-10-2024	Meta Ads	Search	Healthcare	USA	164876	5820	0.0353	0.74	4306.8
13-05-2024	Meta Ads	Display	SaaS	USA	163253	1779	0.0109	0.51	907.29
04-10-2024	Meta Ads	Shopping	Fintech	India	120631	1532	0.0127	0.77	1179.64
29-04-2024	Meta Ads	Display	Fintech	Australia	12610	197	0.0157	0.66	130.02
12-01-2024	Meta Ads	Video	Healthcare	UK	62676	595	0.0095	2.42	1439.9
10-07-2024	Google Ads	Search	Fintech	UK	59943	2163	0.0361	3.29	7116.27
20-10-2024	Meta Ads	Display	SaaS	USA	78302	900	0.0115	0.49	441
04-09-2024	Google Ads	Video	EdTech	UK	154805	9535	0.0616	0.96	9153.6
09-05-2024	TikTok Ads	Video	Fintech	Australia	41839	2991	0.0715	0.99	2961.09
17-06-2024	Meta Ads	Shopping	SaaS	India	127872	2953	0.0231	0.59	1742.27
04-11-2024	Google Ads	Display	Fintech	Germany	146779	5019	0.0342	2.22	11142.18
26-06-2024	Google Ads	Shopping	EdTech	USA	133588	6545	0.049	1.68	10995.6
29-01-2024	Google Ads	Video	Fintech	UK	82462	3916	0.0475	2.1	8223.6
18-01-2024	Google Ads	Display	E-commerce	Australia	55248	1646	0.0298	2.6	4279.6
09-08-2024	Google Ads	Display	Healthcare	UAE	90374	2349	0.026	0.97	2278.53
06-03-2024	Meta Ads	Video	EdTech	USA	104976	1238	0.0118	1.52	1881.76
10-11-2024	Google Ads	Display	SaaS	Australia	124774	3481	0.0279	1.21	4212.01
14-08-2024	Google Ads	Search	SaaS	USA	109263	2829	0.0259	0.88	2489.52
13-06-2024	Google Ads	Video	Fintech	UAE	105814	6126	0.0579	2.79	17091.54
16-08-2024	TikTok Ads	Shopping	Healthcare	Canada	41113	2347	0.0571	0.96	2253.12
15-01-2024	Google Ads	Search	SaaS	Canada	43098	1620	0.0376	2.73	4422.6
28-08-2024	Meta Ads	Display	E-commerce	Canada	25991	309	0.0119	1.52	469.68
21-11-2024	Google Ads	Display	EdTech	India	150778	2985	0.0198	1.39	4149.15
17-07-2024	Google Ads	Video	EdTech	Germany	113500	7604	0.067	1.3	9885.2
31-10-2024	Meta Ads	Video	EdTech	UAE	140453	4213	0.03	1.09	4592.17
21-04-2024	TikTok Ads	Display	SaaS	Germany	27936	1402	0.0502	1.32	1850.64
27-02-2024	TikTok Ads	Display	SaaS	UK	133303	4225	0.0317	1.53	6464.25
02-05-2024	Google Ads	Video	EdTech	UAE	117333	2898	0.0247	3.93	11389.14
14-09-2024	Meta Ads	Display	SaaS	USA	152680	6214	0.0407	2.1	13049.4
20-09-2024	Google Ads	Display	Healthcare	USA	168384	4681	0.0278	2.57	12030.17
22-08-2024	Google Ads	Display	Fintech	Australia	106026	5152	0.0486	1.72	8861.44
22-04-2024	Google Ads	Search	E-commerce	Germany	107364	4895	0.0456	2.65	12971.75
25-06-2024	Google Ads	Video	EdTech	UK	132152	7572	0.0573	1.14	8632.08
14-07-2024	Google Ads	Shopping	Fintech	Australia	116695	5799	0.0497	3.13	18150.87
28-11-2024	Meta Ads	Search	E-commerce	UK	116030	4177	0.036	0.9	3759.3
11-08-2024	TikTok Ads	Search	E-commerce	Australia	164599	11209	0.0681	0.41	4595.69
18-04-2024	TikTok Ads	Video	Fintech	India	188844	12860	0.0681	0.98	12602.8
10-09-2024	TikTok Ads	Search	E-commerce	Canada	90468	5753	0.0636	0.8	4602.4
24-06-2024	Google Ads	Video	E-commerce	Australia	117223	7935	0.0677	2.02	16028.7
26-03-2024	TikTok Ads	Shopping	SaaS	Germany	93478	5786	0.0619	0.42	2430.12
29-11-2024	Google Ads	Video	EdTech	Canada	9134	228	0.025	1.39	316.92
10-05-2024	Meta Ads	Display	E-commerce	UAE	29485	1341	0.0455	1.41	1890.81
23-12-2024	TikTok Ads	Video	SaaS	Canada	22221	1706	0.0768	0.5	853
19-06-2024	Google Ads	Display	SaaS	Germany	178567	8374	0.0469	1.33	11137.42
06-10-2024	TikTok Ads	Display	E-commerce	Australia	93074	4225	0.0454	1.54	6506.5
24-12-2024	Google Ads	Search	Healthcare	Australia	155840	4566	0.0293	1.12	5113.92
21-07-2024	TikTok Ads	Display	E-commerce	India	21956	1611	0.0734	1.41	2271.51
06-05-2024	Meta Ads	Search	E-commerce	USA	177224	2374	0.0134	1.57	3727.18
04-11-2024	Google Ads	Search	EdTech	UAE	93720	2661	0.0284	1.7	4523.7
28-05-2024	Google Ads	Display	EdTech	USA	169909	7781	0.0458	2.5	19452.5
05-08-2024	Meta Ads	Video	Healthcare	USA	46548	1047	0.0225	1.55	1622.85
08-12-2024	Meta Ads	Search	Healthcare	USA	6875	158	0.0231	1.83	289.14
26-12-2024	Google Ads	Search	SaaS	India	106975	4300	0.0402	2.39	10277
08-02-2024	Google Ads	Shopping	SaaS	UK	10574	389	0.0368	2.59	1007.51
16-07-2024	TikTok Ads	Video	Fintech	Australia	147658	6939	0.047	0.86	5967.54
02-06-2024	Meta Ads	Shopping	SaaS	Canada	52013	1565	0.0301	1.03	1611.95
18-10-2024	Google Ads	Search	E-commerce	India	49484	1118	0.0226	2.05	2291.9
04-07-2024	Google Ads	Search	Healthcare	USA	18877	545	0.0289	3.2	1744
15-04-2024	Meta Ads	Shopping	Healthcare	UK	106505	1022	0.0096	1.8	1839.6
25-05-2024	Google Ads	Search	E-commerce	India	65107	1777	0.0273	1.63	2896.51
02-03-2024	Google Ads	Shopping	SaaS	India	69839	1620	0.0232	1.26	2041.2
27-02-2024	Google Ads	Video	SaaS	USA	104794	5920	0.0565	3.66	21667.2
14-04-2024	Meta Ads	Video	EdTech	USA	33549	1224	0.0365	0.76	930.24
17-02-2024	Google Ads	Video	SaaS	Germany	133027	7808	0.0587	1.26	9838.08
12-11-2024	Meta Ads	Video	EdTech	Germany	27419	1192	0.0435	1.83	2181.36
24-05-2024	Google Ads	Video	Healthcare	Canada	102648	2330	0.0227	2.55	5941.5
20-01-2024	Google Ads	Display	E-commerce	Canada	181687	8321	0.0458	3.14	26127.94
22-07-2024	Google Ads	Display	SaaS	UK	166792	6071	0.0364	3.15	19123.65
26-06-2024	TikTok Ads	Search	SaaS	USA	7889	416	0.0528	1	416
14-11-2024	Meta Ads	Video	E-commerce	India	129746	4891	0.0377	1.81	8852.71
17-03-2024	Google Ads	Display	E-commerce	Germany	94506	3269	0.0346	1.56	5099.64
17-05-2024	Google Ads	Display	EdTech	Canada	12086	594	0.0492	2.46	1461.24
07-05-2024	TikTok Ads	Display	SaaS	UK	145497	4743	0.0326	0.35	1660.05
18-05-2024	Meta Ads	Search	EdTech	UAE	14491	259	0.0179	1.7	440.3
13-03-2024	Meta Ads	Shopping	Fintech	UAE	156043	4478	0.0287	1.33	5955.74
19-07-2024	TikTok Ads	Display	Healthcare	UK	115304	3551	0.0308	1.56	5539.56
24-09-2024	TikTok Ads	Shopping	Fintech	UAE	132571	9147	0.069	1.02	9329.94
13-11-2024	Google Ads	Display	E-commerce	UAE	92502	2960	0.032	2.06	6097.6
23-11-2024	Google Ads	Display	EdTech	USA	133792	6943	0.0519	2.35	16316.05
26-12-2024	Google Ads	Display	EdTech	UK	77258	3963	0.0513	1.8	7133.4
10-05-2024	Google Ads	Display	EdTech	UAE	74672	2665	0.0357	1.56	4157.4
18-04-2024	TikTok Ads	Search	Healthcare	Australia	41558	1757	0.0423	1.21	2125.97
05-12-2024	Google Ads	Shopping	Healthcare	Australia	134560	5947	0.0442	2.84	16889.48
26-05-2024	TikTok Ads	Search	E-commerce	Canada	143518	10491	0.0731	0.85	8917.35
09-10-2024	Meta Ads	Video	Fintech	UK	7402	91	0.0124	2.08	189.28
25-09-2024	Google Ads	Shopping	EdTech	Australia	49225	2367	0.0481	1.84	4355.28
28-07-2024	Google Ads	Video	Healthcare	India	173678	11428	0.0658	2.11	24113.08
07-03-2024	Meta Ads	Display	Healthcare	Australia	92793	1261	0.0136	0.37	466.57
09-08-2024	TikTok Ads	Video	SaaS	UK	122408	6671	0.0545	1.17	7805.07
04-07-2024	TikTok Ads	Search	E-commerce	UAE	162826	7815	0.048	1.64	12816.6
10-07-2024	Meta Ads	Shopping	Healthcare	India	134614	3190	0.0237	1.78	5678.2
18-03-2024	Google Ads	Shopping	Fintech	India	116451	3388	0.0291	3.39	11485.32
13-02-2024	Google Ads	Search	E-commerce	Germany	188276	11277	0.0599	2.48	27966.96
14-07-2024	Meta Ads	Search	Fintech	Australia	165552	4337	0.0262	2.22	9628.14
18-08-2024	Meta Ads	Video	EdTech	UK	82271	3397	0.0413	0.52	1766.44
30-12-2024	TikTok Ads	Search	Fintech	Germany	61921	3814	0.0616	0.31	1182.34
26-09-2024	Google Ads	Shopping	E-commerce	Canada	161089	6540	0.0406	2.1	13734
13-09-2024	Google Ads	Shopping	Healthcare	USA	85618	2679	0.0313	0.92	2464.68
12-12-2024	Meta Ads	Search	Healthcare	Australia	30457	606	0.0199	0.58	351.48
25-01-2024	TikTok Ads	Search	E-commerce	India	46420	1880	0.0405	1.9	3572
21-08-2024	Google Ads	Search	E-commerce	UK	180746	5024	0.0278	1.28	6430.72
26-06-2024	TikTok Ads	Search	SaaS	Germany	131244	5604	0.0427	0.38	2129.52
01-03-2024	Google Ads	Search	E-commerce	Germany	86678	2158	0.0249	1.45	3129.1
03-11-2024	Google Ads	Display	EdTech	Canada	70226	4037	0.0575	2.16	8719.92
01-12-2024	Google Ads	Search	Fintech	Germany	124119	6416	0.0517	2.55	16360.8
16-05-2024	Google Ads	Shopping	Healthcare	UAE	126292	5165	0.0409	1.49	7695.85
23-02-2024	Google Ads	Video	E-commerce	Canada	189935	10161	0.0535	1.49	15139.89
16-04-2024	Google Ads	Display	EdTech	UAE	103066	2380	0.0231	2.49	5926.2
30-03-2024	Meta Ads	Shopping	E-commerce	USA	11083	193	0.0175	0.83	160.19
25-04-2024	Meta Ads	Display	EdTech	UAE	6074	128	0.0212	1.51	193.28
11-10-2024	TikTok Ads	Video	Healthcare	Canada	54752	2814	0.0514	0.86	2420.04
10-02-2024	Meta Ads	Video	Healthcare	UK	141313	4762	0.0337	1.05	5000.1
28-11-2024	TikTok Ads	Display	EdTech	USA	34669	1965	0.0567	1.61	3163.65
17-03-2024	Meta Ads	Display	E-commerce	Australia	104714	1015	0.0097	0.93	943.95
30-05-2024	TikTok Ads	Video	Healthcare	UAE	109733	6616	0.0603	0.91	6020.56
16-09-2024	TikTok Ads	Display	SaaS	USA	67502	5859	0.0868	0.48	2812.32
24-04-2024	Google Ads	Display	E-commerce	Canada	129121	4893	0.0379	2.56	12526.08
25-03-2024	Google Ads	Video	Fintech	USA	173102	4414	0.0255	3.4	15007.6
27-03-2024	Google Ads	Shopping	EdTech	Canada	140607	6397	0.0455	1.43	9147.71
11-01-2024	Google Ads	Search	Healthcare	Germany	48351	2156	0.0446	3.16	6812.96
06-04-2024	TikTok Ads	Video	Fintech	Germany	118135	8151	0.069	0.69	5624.19
25-06-2024	TikTok Ads	Search	Fintech	UK	20185	878	0.0435	0.61	535.58
29-11-2024	TikTok Ads	Video	E-commerce	Australia	50802	3617	0.0712	0.42	1519.14
14-08-2024	Meta Ads	Shopping	E-commerce	Canada	34048	694	0.0204	1.45	1006.3
23-02-2024	TikTok Ads	Video	SaaS	UAE	56672	2397	0.0423	0.48	1150.56
15-05-2024	Google Ads	Video	Fintech	UAE	128962	7337	0.0569	1.35	9904.95
22-09-2024	Meta Ads	Video	Healthcare	UK	15532	593	0.0382	1.43	847.99
15-08-2024	Google Ads	Video	Fintech	Australia	154666	5939	0.0384	1.28	7601.92
22-08-2024	TikTok Ads	Video	E-commerce	USA	9722	455	0.0469	1.21	550.55
10-08-2024	Google Ads	Display	Fintech	Australia	24464	511	0.0209	1.12	572.32
09-02-2024	Meta Ads	Video	E-commerce	India	170413	3936	0.0231	0.71	2794.56
12-03-2024	TikTok Ads	Video	Fintech	Germany	109205	4499	0.0412	0.84	3779.16
20-08-2024	Google Ads	Shopping	E-commerce	Germany	161926	5424	0.0335	3.29	17844.96
14-10-2024	Meta Ads	Search	E-commerce	UK	125725	1646	0.0131	0.81	1333.26
17-05-2024	TikTok Ads	Video	Healthcare	UAE	116301	4198	0.0361	1.45	6087.1
12-12-2024	Google Ads	Shopping	SaaS	Canada	88251	2665	0.0302	1.29	3437.85
12-10-2024	Google Ads	Video	EdTech	Germany	185378	3244	0.0175	1.82	5904.08
13-08-2024	Meta Ads	Shopping	SaaS	USA	177905	5532	0.0311	0.98	5421.36
16-08-2024	Meta Ads	Video	E-commerce	Canada	122845	2714	0.0221	0.57	1546.98
17-06-2024	Meta Ads	Video	Healthcare	Germany	36017	1210	0.0336	1.01	1222.1
13-05-2024	Google Ads	Search	EdTech	USA	71267	3962	0.0556	0.93	3684.66
04-01-2024	Meta Ads	Display	EdTech	India	97152	1156	0.0119	0.54	624.24
03-09-2024	Meta Ads	Shopping	E-commerce	USA	33834	906	0.0268	0.88	797.28
14-12-2024	TikTok Ads	Shopping	E-commerce	Canada	183775	7093	0.0386	1	7093
31-08-2024	Meta Ads	Search	Fintech	UAE	199405	5204	0.0261	0.96	4995.84
19-03-2024	TikTok Ads	Search	Healthcare	Germany	169512	9475	0.0559	1.41	13359.75
06-11-2024	Google Ads	Display	EdTech	India	14884	541	0.0364	3.25	1758.25
19-11-2024	TikTok Ads	Shopping	Healthcare	Germany	47623	1695	0.0356	1.85	3135.75
24-11-2024	Meta Ads	Search	E-commerce	USA	102780	1952	0.019	1.2	2342.4
10-02-2024	Google Ads	Shopping	Healthcare	Australia	167717	4142	0.0247	1.73	7165.66
05-09-2024	Meta Ads	Search	E-commerce	UK	189598	6673	0.0352	1.99	13279.27
21-01-2024	TikTok Ads	Display	SaaS	Germany	92273	6237	0.0676	1.41	8794.17
05-09-2024	Google Ads	Display	Fintech	UK	118884	5932	0.0499	2.95	17499.4
04-04-2024	Google Ads	Search	Healthcare	Australia	84303	4417	0.0524	3.12	13781.04
04-01-2024	Google Ads	Video	EdTech	Germany	89730	4621	0.0515	2.68	12384.28
30-11-2024	Google Ads	Search	SaaS	UK	174737	5207	0.0298	1.44	7498.08
10-09-2024	Google Ads	Shopping	Healthcare	Germany	145508	7158	0.0492	1.44	10307.52
24-04-2024	Google Ads	Shopping	EdTech	Australia	75649	1792	0.0237	2.78	4981.76
25-03-2024	TikTok Ads	Display	E-commerce	UK	85522	3378	0.0395	0.35	1182.3
19-11-2024	Meta Ads	Shopping	Healthcare	Canada	19588	434	0.0222	1.77	768.18
02-11-2024	TikTok Ads	Video	E-commerce	Canada	92985	8024	0.0863	0.85	6820.4
21-03-2024	Google Ads	Video	E-commerce	USA	134198	2670	0.0199	3.15	8410.5
06-12-2024	TikTok Ads	Search	E-commerce	Canada	25951	809	0.0312	0.48	388.32
19-10-2024	Google Ads	Shopping	E-commerce	UK	55385	1678	0.0303	1.44	2416.32
01-01-2024	Google Ads	Search	SaaS	India	21702	1000	0.0461	3.17	3170
27-02-2024	TikTok Ads	Search	SaaS	UAE	195972	13796	0.0704	0.5	6898
12-09-2024	Meta Ads	Search	Healthcare	UAE	73447	2401	0.0327	1.44	3457.44
17-10-2024	Meta Ads	Search	Healthcare	UAE	55867	1681	0.0301	1.98	3328.38
19-05-2024	Google Ads	Display	Fintech	UK	64567	1439	0.0223	2.29	3295.31
02-07-2024	TikTok Ads	Shopping	SaaS	Canada	97254	3374	0.0347	1.65	5567.1
20-01-2024	Meta Ads	Shopping	Healthcare	UK	147897	2144	0.0145	1.94	4159.36
13-09-2024	Meta Ads	Display	Healthcare	Germany	115379	5134	0.0445	2.41	12372.94
03-03-2024	Google Ads	Search	Fintech	UK	51566	1531	0.0297	1.39	2128.09
18-06-2024	Google Ads	Search	Healthcare	UAE	184889	6212	0.0336	2.17	13480.04
17-04-2024	TikTok Ads	Shopping	EdTech	Australia	100028	7402	0.074	0.73	5403.46
31-07-2024	TikTok Ads	Search	EdTech	India	29741	1287	0.0433	1.23	1583.01
12-03-2024	Google Ads	Shopping	Fintech	Australia	155033	5782	0.0373	2.17	12546.94
15-08-2024	TikTok Ads	Shopping	Fintech	Canada	13562	790	0.0583	1.18	932.2
18-01-2024	Meta Ads	Shopping	Healthcare	UAE	84830	2612	0.0308	1.98	5171.76
21-05-2024	Meta Ads	Shopping	Healthcare	Germany	119427	1146	0.0096	1.93	2211.78
15-08-2024	Google Ads	Shopping	EdTech	India	175623	9483	0.054	0.97	9198.51
25-07-2024	Google Ads	Search	SaaS	Australia	93919	4968	0.0529	2.55	12668.4
04-11-2024	TikTok Ads	Display	Fintech	UAE	46190	3030	0.0656	0.42	1272.6
29-10-2024	Meta Ads	Display	Healthcare	Australia	152996	3136	0.0205	1.79	5613.44
03-06-2024	TikTok Ads	Shopping	E-commerce	UAE	62600	3142	0.0502	0.71	2230.82
29-02-2024	Meta Ads	Search	E-commerce	UAE	36127	610	0.0169	1.11	677.1
28-04-2024	TikTok Ads	Video	EdTech	India	110940	6512	0.0587	1.41	9181.92
01-04-2024	Meta Ads	Search	E-commerce	UK	91332	3762	0.0412	0.65	2445.3
27-08-2024	TikTok Ads	Video	EdTech	UAE	149526	4321	0.0289	0.78	3370.38
29-04-2024	Meta Ads	Search	Healthcare	USA	77746	2861	0.0368	1.04	2975.44
17-04-2024	Google Ads	Video	Healthcare	UK	105804	3110	0.0294	0.97	3016.7
15-09-2024	Meta Ads	Video	Fintech	Germany	37599	1225	0.0326	1.3	1592.5
14-04-2024	Google Ads	Shopping	E-commerce	India	9791	519	0.0531	3.95	2050.05
29-02-2024	Google Ads	Search	Healthcare	USA	34802	1708	0.0491	2.9	4953.2
17-10-2024	TikTok Ads	Display	Healthcare	India	81394	5192	0.0638	0.94	4880.48
06-09-2024	Google Ads	Shopping	E-commerce	Germany	101299	3504	0.0346	1.8	6307.2
30-08-2024	Meta Ads	Video	Healthcare	Germany	140431	1544	0.011	0.52	802.88
